Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00    1188/476388      void std::deque<unsigned int, std::allocator<unsigned int> >::_M_push_back_aux<unsigned int>(unsigned int&&) [173]
                0.00    0.00  158400/476388      unsigned int& std::deque<unsigned int, std::allocator<unsigned int> >::emplace_back<unsigned int>(unsigned int&&) [104]
                0.00    0.00  158400/476388      decltype (::new ((void*)(0)) unsigned int((declval<unsigned int>)())) std::construct_at<unsigned int, unsigned int>(unsigned int*, unsigned int&&) [113]
                0.00    0.00  158400/476388      void std::allocator_traits<std::allocator<unsigned int> >::construct<unsigned int, unsigned int>(std::allocator<unsigned int>&, unsigned int*, unsigned int&&) [103]
[84]     0.0    0.00    0.00  476388         unsigned int&& std::forward<unsigned int>(std::remove_reference<unsigned int>::type&) [84]
-----------------------------------------------
                0.00    0.00  158499/316998      std::deque<unsigned int, std::allocator<unsigned int> >::begin() [94]
                0.00    0.00  158499/316998      std::deque<unsigned int, std::allocator<unsigned int> >::end() [93]
[85]     0.0    0.00    0.00  316998         std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_Deque_iterator(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> const&) [85]
-----------------------------------------------
                0.00    0.00  158400/316800      std::deque<unsigned int, std::allocator<unsigned int> >::front() [106]
                0.00    0.00  158400/316800      std::deque<unsigned int, std::allocator<unsigned int> >::back() [105]
[86]     0.0    0.00    0.00  316800         std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::operator*() const [86]
-----------------------------------------------
                0.00    0.00  158400/316800      std::queue<unsigned int, std::deque<unsigned int, std::allocator<unsigned int> > >::push(unsigned int&&) [110]
                0.00    0.00  158400/316800      std::deque<unsigned int, std::allocator<unsigned int> >::push_back(unsigned int&&) [108]
[87]     0.0    0.00    0.00  316800         std::remove_reference<unsigned int&>::type&& std::move<unsigned int&>(unsigned int&) [87]
-----------------------------------------------
                0.00    0.00   89600/191985      std::bitset<56ul>::_Unchecked_test(unsigned long) const [44]
                0.00    0.00  102385/191985      std::bitset<48ul>::_Unchecked_test(unsigned long) const [40]
[88]     0.0    0.00    0.00  191985         std::_Base_bitset<1ul>::_M_getword(unsigned long) const [88]
-----------------------------------------------
                0.00    0.00       1/160014      Trainer::place(unsigned long) [52]
                0.00    0.00       1/160014      decltype (::new ((void*)(0)) SelfPlayer((declval<Trainer*>)())) std::construct_at<SelfPlayer, Trainer*>(SelfPlayer*, Trainer*&&) [417]
                0.00    0.00      13/160014      decltype (::new ((void*)(0)) Node*((declval<Node*&>)())) std::construct_at<Node*, Node*&>(Node**, Node*&) [280]
                0.00    0.00    1599/160014      Trainer::place(unsigned long, Game const&, unsigned long, unsigned long, unsigned long) [19]
                0.00    0.00  158400/160014      decltype (::new ((void*)(0)) unsigned int((declval<unsigned int>)())) std::construct_at<unsigned int, unsigned int>(unsigned int*, unsigned int&&) [113]
[89]     0.0    0.00    0.00  160014         operator new(unsigned long, void*) [89]
-----------------------------------------------
                0.00    0.00  158499/158499      std::queue<unsigned int, std::deque<unsigned int, std::allocator<unsigned int> > >::empty() const [91]
[90]     0.0    0.00    0.00  158499         std::deque<unsigned int, std::allocator<unsigned int> >::empty() const [90]
                0.00    0.00  158499/158499      std::operator==(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> const&, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> const&) [95]
-----------------------------------------------
                0.00    0.00  158499/158499      Trainer::delete_tree(unsigned long) [13]
[91]     0.0    0.00    0.00  158499         std::queue<unsigned int, std::deque<unsigned int, std::allocator<unsigned int> > >::empty() const [91]
                0.00    0.00  158499/158499      std::deque<unsigned int, std::allocator<unsigned int> >::empty() const [90]
-----------------------------------------------
                0.00    0.00      99/158499      std::deque<unsigned int, std::allocator<unsigned int> >::~deque() [262]
                0.00    0.00    1188/158499      std::deque<unsigned int, std::allocator<unsigned int> >::_M_pop_front_aux() [172]
                0.00    0.00  157212/158499      std::deque<unsigned int, std::allocator<unsigned int> >::pop_front() [107]
[92]     0.0    0.00    0.00  158499         std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() [92]
-----------------------------------------------
                0.00    0.00      99/158499      std::deque<unsigned int, std::allocator<unsigned int> >::~deque() [262]
                0.00    0.00  158400/158499      std::deque<unsigned int, std::allocator<unsigned int> >::back() [105]
[93]     0.0    0.00    0.00  158499         std::deque<unsigned int, std::allocator<unsigned int> >::end() [93]
                0.00    0.00  158499/316998      std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_Deque_iterator(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> const&) [85]
-----------------------------------------------
                0.00    0.00      99/158499      std::deque<unsigned int, std::allocator<unsigned int> >::~deque() [262]
                0.00    0.00  158400/158499      std::deque<unsigned int, std::allocator<unsigned int> >::front() [106]
[94]     0.0    0.00    0.00  158499         std::deque<unsigned int, std::allocator<unsigned int> >::begin() [94]
                0.00    0.00  158499/316998      std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_Deque_iterator(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> const&) [85]
-----------------------------------------------
                0.00    0.00  158499/158499      std::deque<unsigned int, std::allocator<unsigned int> >::empty() const [90]
[95]     0.0    0.00    0.00  158499         std::operator==(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> const&, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> const&) [95]
-----------------------------------------------
                0.00    0.00       3/158441      std::_Bit_iterator::_Bit_iterator() [299]
                0.00    0.00  158438/158441      std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [97]
[96]     0.0    0.00    0.00  158441         std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [96]
-----------------------------------------------
                0.00    0.00       1/158438      std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [409]
                0.00    0.00  158437/158438      std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [100]
[97]     0.0    0.00    0.00  158438         std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [97]
                0.00    0.00  158438/158441      std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [96]
-----------------------------------------------
                0.00    0.00  158437/158437      std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [100]
[98]     0.0    0.00    0.00  158437         std::_Bit_iterator::operator*() const [98]
                0.00    0.00  158437/158437      std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [99]
-----------------------------------------------
                0.00    0.00  158437/158437      std::_Bit_iterator::operator*() const [98]
[99]     0.0    0.00    0.00  158437         std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [99]
-----------------------------------------------
                0.00    0.00      37/158437      Trainer::place_next(Game const&, unsigned long, unsigned long, unsigned long) [18]
                0.00    0.00  158400/158437      Trainer::delete_tree(unsigned long) [13]
[100]    0.0    0.00    0.00  158437         std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [100]
                0.00    0.00  158437/158437      std::_Bit_iterator::operator*() const [98]
                0.00    0.00  158437/158438      std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [97]
-----------------------------------------------
                0.00    0.00  158400/158400      std::deque<unsigned int, std::allocator<unsigned int> >::back() [105]
[101]    0.0    0.00    0.00  158400         std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::operator--() [101]
                0.00    0.00    1188/4158        std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_M_set_node(unsigned int**) [136]
-----------------------------------------------
                0.00    0.00    1188/158400      std::deque<unsigned int, std::allocator<unsigned int> >::_M_pop_front_aux() [172]
                0.00    0.00  157212/158400      std::deque<unsigned int, std::allocator<unsigned int> >::pop_front() [107]
[102]    0.0    0.00    0.00  158400         void std::allocator_traits<std::allocator<unsigned int> >::destroy<unsigned int>(std::allocator<unsigned int>&, unsigned int*) [102]
